style	pair_id	text1_id	text2_id	text1	text2	intercoder	comparison	intensity1	intensity1_num	intensity2	intensity2_num	comparison_label
Repetition	278872496ff67f3b62d2212aa887314b	2d2f27960bbb6428b905a3282f91a094	28ba23ce1106817caed7b832e6183308	Clause 3 states:  For the purpose of determining whether a person is resident in a dwelling on the relevant date for the purposes of section 4 above, his residence in the dwelling shall not be taken to have been interrupted by reason of his absence in the performance of any duty arising from or incidental to any office, service or employment held or undertaken by him if   he intends to resume actual residence within six months of giving up such residence, and will not be prevented from doing so by the performance of that duty"".	It will be up to judges to use discretion, because the relevant part of the Bill allows for discretion in looking at all the effects.	FALSE	1	4	4	2	2	text one more representative of <STYLE>
Repetition	29f16d85efea80f8c89abe46bb6313ed	ec5c437c684b7830c5b0d1c1b9da8319	ba5df8dcfc79106effe10dcf47dc6d7a	It is extremely important that we, as a Parliament and a Government, regard the programme in the Queen's Speech and the run-up to the next Parliament as an opportunity to spell out that we are an enabling Government.	The Commission shall establish -      an Independent Healthcare Committee chaired by a Commissioner who shall have specific responsibility for the Commission's functions in respect of independent hospitals; and    a Nursing and Care Homes Committee chaired by a Commissioner who shall have specific responsibility for the Commission's functions in respect of nursing and care homes.	FALSE	-1	NA	NA	NA	NA	text two more representative of <STYLE>
Repetition	2e3363aafc8f96b1bee39ad572f14199	1b4bc073661b4fa0c565ce30e372f270	115a7545ac7fb2b400655855535d4e8a	A person who is guilty of an offence under subsection   shall be liable -     on conviction on indictment -     to imprisonment for a term not exceeding two years,    to a fine, or    to both; or    on summary conviction -     to imprisonment of a term not exceeding 51 weeks,    to a fine not exceeding level 5 on the standard scale, or    to both,    An offence under this section is ""an offence committed under this Part"" for the purposes of section 7.'.	We recognise the importance of continuing to improve access to affordable and sustainable energy services in developing countries.	TRUE	1	NA	NA	NA	NA	text one more representative of <STYLE>
Repetition	2ea81a5ec946e285009e86a4dba7e701	ebccdaede219181c13511e740cf3b4ab	e1c91f36a43528de7132288ec7b354ed	I know of at least one big UK company that established itself in Guernsey before the current policy was introduced and remains active on the island.	Of course, to the Prime Minister the cry of ""Geriatric residential facility, geriatric residential facility, geriatric residential facility"" may not sound quite as sexy, or be as good a soundbite, as ""Hospitals, hospitals, hospitals""; but such facilities are no less important to the bigger picture of health care.	TRUE	-1	NA	NA	4	4	text two more representative of <STYLE>
Repetition	3002e63e007d3177ba1cf0ee930073fe	12cda526660e670713071ae553e8e0de	c05d8905ba41df26be547d01d197e6e9	The Government have reasonably taken the view that, for the most part, Thursday debates are advisory and give them a steer on what people think about policy, and this really is an advisory debate.	I hope that he is reassured by the fact that we are commissioning further research to fill in the gaps clearly identified in the York study.	FALSE	1	3	3	2	2	text one more representative of <STYLE>
Repetition	309c2bade7bdba6c6e1ac7cf3fe144d8	2280c0bc65629f6aa1e8092242b39e45	8ec2b5be93b64387070a3c779820357d	I have provisionally selected the following amendments in the following order:   in the name of Leader of the Opposition,  the right hon  Member for Islington North   ;   in the name of  the right hon  Member for Ross, Skye and Lochaber   ;   in the name of  the right hon  Member for Meriden   ;   in the name of  the hon  Member for South Leicestershire   ; and   in the name of  the right hon  Member for Normanton, Pontefract and Castleford   .	Does he recognise that those who face cuts in services in communities throughout the country and those who are either threatened with the loss of, or who have already lost, their jobs in councils throughout the country - perhaps people in Barnet and Enfield - are aware, as Mr. Dixon-Smith seems to be aware, that there is a huge gap between the Government's rhetoric, the Prime Minister's rhetoric, the Secretary of State for the Environment's rhetoric and the Minister's own rhetoric and what is actually happening in councils throughout the country?	FALSE	0	5	5	5	5	both similarly representative of <STYLE>
Repetition	346082592b4b57eaa07131a6abaaaaf4	94a41e763cfae04c9b24609bfe88a3b6	74b0643d2649c3f6aebb4a2efff358f9	Does the right hon  and learned Gentleman agree that the statement in the White Paper means that if the constitution is rejected, as I hope it will be, there will be no question of losing British jobs associated with trade in the EU or the even greater number of EU jobs associated with trade with Britain, because there would be no adverse economic impact resulting from the rejection of the constitution?	This section applies to regulations under -     section 10    ;    section 12  ;    section 19  ;    section 22  ;    section 30  ;    section 42  ;    paragraph 2  of Schedule 3  ;    paragraph 1  of Schedule 4  ;    paragraph 5 of Schedule 4  ;    paragraph 26  of Schedule 4  ;    paragraph 1   of Schedule 5  ;    paragraph 2 of Schedule 5  ;    paragraph 22  of Schedule 5   and regulations making provision on the matters in section 11  .    section 14  .""	FALSE	-1	NA	NA	5	5	text two more representative of <STYLE>
Repetition	3499fad94e2e79b4fb762bc6e82093d4	96c6518ace66ae8ba0f7c24b78cbdcf0	720c8624237d7cf7cb2400b52a6eccfc	I have told  the hon  Member for Beverley and Holderness    before not to interrupt the proceedings, and I have often told him that he has defied the Chair.	May I point out that her suggestion that I might not have survived comes ill from a team that started off with three people in Committee and has now been completely reconfigured, and that she herself is a newcomer to it?	FALSE	0	2	2	2	2	both similarly representative of <STYLE>
Repetition	3ef82149d40ae5d0e7a4d38c1dc38782	7d9394970798e096562fd2d3724dc9dd	c5b38635d969157b525a47dccc0c2fb9	There are opportunities in relation to what is called the fifth quarter; it never ceases to amaze me that chicken feet are apparently a delicacy in China and can attract a high value there - far higher than in the UK.	My hon  Friend the Minister will know that everyone in the House - except perhaps those on the Opposition Front Bench - welcomes the steps that he is taking to improve efficiency in airports in order to move people through.	FALSE	0	2	2	2	2	both similarly representative of <STYLE>
Repetition	40aebd46f74bf79acd67015c53b3d9f8	50c17e9dcd1de6b81ec38f46f8091f94	d85cac0a858e5c66cdf98c95859f3f5d	The Secretary of State may by regulations make provision -     for the investigation and determination of disputes about a search engine's compliance with its code of practice,    for the appointment of a regulator to review and report to the Secretary of State on -     the codes of practice adopted by search engines, and    compliance with the codes of practice;    for the consequences of a failure by a specified search engine to adopt or comply with a code of practice including financial penalties or other sanctions.	The weighting attached to additional educational needs in the standard spending assessment is excessive - 22.5 per cent. - so that too high a proportion of resources is allocated according to socio-economic factors rather than according to pupil numbers.	FALSE	1	4	4	NA	NA	text one more representative of <STYLE>
Repetition	4df27bb4401480441ab49416af3b7a13	064ba0fb22780fd7dd6ee755fd49030f	e6dc74ca8f93aa5d0d2b42c6c2f890a4	Sculptures, ceramics, figurines, statuettes, tools, weapons, frescoes, religious paintings and other works of art from Cyprus are routinely found at auction houses around the world, in particular here in London.	Nurses will be worse off; police inspectors will be worse off; teachers will be worse off; average earners will be worse off; through measures to come, the national health service will be worse off as an employer; the police service will be worse off as an employer; and the education service will be worse off as an employer.	TRUE	-1	1	1	NA	NA	text two more representative of <STYLE>
Repetition	4e907f013a7b1ee41c52c03536a15aa0	3e6bd2e8e6e3ec2a1b68774515a00693	e306a90fa180ca3fa12a9f9726e4d30b	Our new clause gives the board the power to define:  ""  the circumstances in which, or descriptions of statistics in relation to which, pre-release access may or may not be granted;    the persons, or descriptions of persons, to whom pre-release access may be granted;    the period, or maximum period, during which pre-release access may be so granted;    the conditions subject to which pre-release access may be granted.""	It is always best if letters sent to me are received and seen by me before they are seen by others, but I will address the substantive responsibility that is invested in me - that is frankly a different and on the whole rather more important matter, but I always treat the hon  Gentleman and all Members with courtesy.	TRUE	1	4	4	NA	NA	text one more representative of <STYLE>
Repetition	511b806d407399279a7107c1d11c7f3f	3f915ab30c18d44f72709689bd4f91e4	2d362f9064bc5422f33b8ac9b12684e9	It may just about be comprehensible that the Labour party will not come to a final view on the Bill's proposals until the Bill has completed its passage through the other place, but what we completely fail to understand is why it cannot come to a view today on the Bill as it stands at present, having just about completed its passage through this House.	We have already demonstrated the scheme with an audiovisual presentation to other European Agriculture Ministers at the recent informal Council in Northumberland.	FALSE	1	4	4	3	3	text one more representative of <STYLE>
Repetition	56af2d465c11ef4ca00912149cb29f6d	b59c0cce73d449810f6b31e06d1ba338	f6d15afe02c59a1f915e10f21d613dcb	Some 60 per cent. of those aged over 70 are women, as are 66 per cent. of those aged over 80.	New clause 20 -  Period of retention in a pool of qualified applicants -    'In section 46 of the Police   Act 2000     after subsection   insert -   ""  Where a person from the pool of qualified applicants is not appointed under section 39   because -     there are insufficient numbers of qualified applicants from persons who are treated as Roman Catholics; or    there are insufficient numbers of qualified applicants from persons who are not so treated  they shall, subject to their consent, remain within the qualified pool of applicants for a period not exceeding eighteen months"".'.	TRUE	-1	NA	NA	NA	NA	text two more representative of <STYLE>
Repetition	5b90f2bde5d41c675f6d9ddc6f54ecb0	c35da15009eafabae268c742e7dfa131	2e13bf8527fdf2cd58a5dca742d9415e	The figures are as follows: in the five Metropolitan police areas, there have been 1, 746 vehicle stops under the power; there have been 8, 142 vehicle stops within the Heathrow perimeter; there have been 1, 695 searches of vehicles within the Metropolitan police area and 6, 854 within the Heathrow perimeter; 2, 373 persons have been searched as occupants of a vehicle within the Metropolitan police area and 40 within the Heathrow perimeter.	Had it not shared the outlook of other forecasters, would it have had the mettle or the strength in 2007 to tell the previous Government that they were living far beyond their means?	FALSE	1	5	5	2	2	text one more representative of <STYLE>
